ID,prompt,model,repeat,status,error,premise,hypothesis,raw_KB,original_item_f1,lemmatized_item_f1,unordered_item_f1,combined_item_f1,lemma_item_f1_delta,unordered_item_f1_delta,combined_item_f1_delta,best_scoring_modes,best_item_f1_gain_over_original,any_item_f1_gain,lemma_item_f1_gain,lemma_item_f1_loss,unordered_item_f1_gain,unordered_item_f1_loss,combined_item_f1_gain,combined_item_f1_loss,original_exact_match,original_best_reference_column,original_scored_prediction,original_scored_reference,original_tp,original_fp,original_fn,lemmatized_exact_match,lemmatized_best_reference_column,lemmatized_scored_prediction,lemmatized_scored_reference,lemmatized_tp,lemmatized_fp,lemmatized_fn,unordered_exact_match,unordered_best_reference_column,unordered_scored_prediction,unordered_scored_reference,unordered_tp,unordered_fp,unordered_fn,combined_exact_match,combined_best_reference_column,combined_scored_prediction,combined_scored_reference,combined_tp,combined_fp,combined_fn,lemma_new_exact_match,unordered_new_exact_match,combined_new_exact_match
1262,lasha,google/gemma-3-4b-it,5,valid,,A band is performing onstage,A band is playing onstage,"isa_wn(performing, playing)",0.0,1.0,0.0,1.0,1.0,0.0,1.0,lemmas;combined,1.0,1,1,0,0,0,1,0,0,Lasha_KB,"[[""performing"", ""playing""]]","[[""perform"", ""play""]]",0,1,1,1,Lasha_KB,"[[""perform"", ""play""]]","[[""perform"", ""play""]]",1,0,0,0,Lasha_KB,"[[""performing"", ""playing""]]","[[""perform"", ""play""]]",0,1,1,1,Lasha_KB,"[[""perform"", ""play""]]","[[""perform"", ""play""]]",1,0,0,1,0,1
1262,lasha,openai/gpt-oss-20b,2,valid,,A band is performing onstage,A band is playing onstage,"isa_wn(performing, playing)",0.0,1.0,0.0,1.0,1.0,0.0,1.0,lemmas;combined,1.0,1,1,0,0,0,1,0,0,Lasha_KB,"[[""performing"", ""playing""]]","[[""perform"", ""play""]]",0,1,1,1,Lasha_KB,"[[""perform"", ""play""]]","[[""perform"", ""play""]]",1,0,0,0,Lasha_KB,"[[""performing"", ""playing""]]","[[""perform"", ""play""]]",0,1,1,1,Lasha_KB,"[[""perform"", ""play""]]","[[""perform"", ""play""]]",1,0,0,1,0,1
1262,lasha,openai/gpt-oss-20b,4,valid,,A band is performing onstage,A band is playing onstage,"isa_wn(performing, playing)",0.0,1.0,0.0,1.0,1.0,0.0,1.0,lemmas;combined,1.0,1,1,0,0,0,1,0,0,Lasha_KB,"[[""performing"", ""playing""]]","[[""perform"", ""play""]]",0,1,1,1,Lasha_KB,"[[""perform"", ""play""]]","[[""perform"", ""play""]]",1,0,0,0,Lasha_KB,"[[""performing"", ""playing""]]","[[""perform"", ""play""]]",0,1,1,1,Lasha_KB,"[[""perform"", ""play""]]","[[""perform"", ""play""]]",1,0,0,1,0,1
1262,lasha,openai/gpt-oss-20b,5,valid,,A band is performing onstage,A band is playing onstage,"isa_wn(performing, playing)",0.0,1.0,0.0,1.0,1.0,0.0,1.0,lemmas;combined,1.0,1,1,0,0,0,1,0,0,Lasha_KB,"[[""performing"", ""playing""]]","[[""perform"", ""play""]]",0,1,1,1,Lasha_KB,"[[""perform"", ""play""]]","[[""perform"", ""play""]]",1,0,0,0,Lasha_KB,"[[""performing"", ""playing""]]","[[""perform"", ""play""]]",0,1,1,1,Lasha_KB,"[[""perform"", ""play""]]","[[""perform"", ""play""]]",1,0,0,1,0,1
1403064674.jpg#3r1e,lasha,google/gemma-3-4b-it,1,valid,,A guy looking out over the scenic forest.,A person is viewing the forest.,"isa_wn(guy, person); isa_wn(looking out, viewing); isa_wn(forest, scenic forest)",0.4,0.8,0.4,0.8,0.4,0.0,0.4,lemmas;combined,0.4,1,1,0,0,0,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,0,0
1403064674.jpg#3r1e,lasha,google/gemma-3-4b-it,2,valid,,A guy looking out over the scenic forest.,A person is viewing the forest.,"isa_wn(guy, person); isa_wn(looking out, viewing); isa_wn(forest, scenic forest)",0.4,0.8,0.4,0.8,0.4,0.0,0.4,lemmas;combined,0.4,1,1,0,0,0,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,0,0
1403064674.jpg#3r1e,lasha,google/gemma-3-4b-it,3,valid,,A guy looking out over the scenic forest.,A person is viewing the forest.,"isa_wn(guy, person); isa_wn(looking out, viewing); isa_wn(forest, scenic forest)",0.4,0.8,0.4,0.8,0.4,0.0,0.4,lemmas;combined,0.4,1,1,0,0,0,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,0,0
1403064674.jpg#3r1e,lasha,google/gemma-3-4b-it,4,valid,,A guy looking out over the scenic forest.,A person is viewing the forest.,"isa_wn(guy, person); isa_wn(looking out, viewing); isa_wn(forest, scenic forest)",0.4,0.8,0.4,0.8,0.4,0.0,0.4,lemmas;combined,0.4,1,1,0,0,0,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,0,0
1403064674.jpg#3r1e,lasha,google/gemma-3-4b-it,5,valid,,A guy looking out over the scenic forest.,A person is viewing the forest.,"isa_wn(guy, person); isa_wn(looking out, viewing); isa_wn(forest, scenic forest)",0.4,0.8,0.4,0.8,0.4,0.0,0.4,lemmas;combined,0.4,1,1,0,0,0,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""looking out"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,2,1,0,Stefan_KB,"[[""forest"", ""scenic forest""], [""guy"", ""person""], [""look out"", ""view""]]","[[""guy"", ""person""], [""look out"", ""view""]]",2,1,0,0,0,0
1403064674.jpg#3r1e,lasha,openai/gpt-oss-20b,3,valid,,A guy looking out over the scenic forest.,A person is viewing the forest.,"isa_wn(guy, person); isa_wn(look, viewing)",0.5,1.0,0.5,1.0,0.5,0.0,0.5,lemmas;combined,0.5,1,1,0,0,0,1,0,0,Stefan_KB,"[[""guy"", ""person""], [""look"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,1,1,1,Ettore_KB,"[[""guy"", ""person""], [""look"", ""view""]]","[[""guy"", ""person""], [""look"", ""view""]]",2,0,0,0,Stefan_KB,"[[""guy"", ""person""], [""look"", ""viewing""]]","[[""guy"", ""person""], [""look out"", ""view""]]",1,1,1,1,Ettore_KB,"[[""guy"", ""person""], [""look"", ""view""]]","[[""guy"", ""person""], [""look"", ""view""]]",2,0,0,1,0,1
1412,lasha,google/gemma-3-4b-it,1,valid,,Men are sawing logs,Men are cutting wood,"isa_wn(sawing, cutting)",0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,lemmas;combined,0.6666666666666666,1,1,0,0,0,1,0,0,Stefan_KB,"[[""sawing"", ""cutting""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",0,1,2,0,Stefan_KB,"[[""saw"", ""cut""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",1,0,1,0,Stefan_KB,"[[""cutting"", ""sawing""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",0,1,2,0,Stefan_KB,"[[""cut"", ""saw""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",1,0,1,0,0,0
1412,lasha,google/gemma-3-4b-it,2,valid,,Men are sawing logs,Men are cutting wood,"isa_wn(sawing, cutting)",0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,lemmas;combined,0.6666666666666666,1,1,0,0,0,1,0,0,Stefan_KB,"[[""sawing"", ""cutting""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",0,1,2,0,Stefan_KB,"[[""saw"", ""cut""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",1,0,1,0,Stefan_KB,"[[""cutting"", ""sawing""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",0,1,2,0,Stefan_KB,"[[""cut"", ""saw""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",1,0,1,0,0,0
1412,lasha,google/gemma-3-4b-it,3,valid,,Men are sawing logs,Men are cutting wood,"isa_wn(sawing, cutting)",0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,lemmas;combined,0.6666666666666666,1,1,0,0,0,1,0,0,Stefan_KB,"[[""sawing"", ""cutting""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",0,1,2,0,Stefan_KB,"[[""saw"", ""cut""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",1,0,1,0,Stefan_KB,"[[""cutting"", ""sawing""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",0,1,2,0,Stefan_KB,"[[""cut"", ""saw""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",1,0,1,0,0,0
1412,lasha,google/gemma-3-4b-it,4,valid,,Men are sawing logs,Men are cutting wood,"isa_wn(sawing, cutting)",0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,lemmas;combined,0.6666666666666666,1,1,0,0,0,1,0,0,Stefan_KB,"[[""sawing"", ""cutting""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",0,1,2,0,Stefan_KB,"[[""saw"", ""cut""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",1,0,1,0,Stefan_KB,"[[""cutting"", ""sawing""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",0,1,2,0,Stefan_KB,"[[""cut"", ""saw""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",1,0,1,0,0,0
1412,lasha,google/gemma-3-4b-it,5,valid,,Men are sawing logs,Men are cutting wood,"isa_wn(sawing, cutting)",0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,lemmas;combined,0.6666666666666666,1,1,0,0,0,1,0,0,Stefan_KB,"[[""sawing"", ""cutting""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",0,1,2,0,Stefan_KB,"[[""saw"", ""cut""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",1,0,1,0,Stefan_KB,"[[""cutting"", ""sawing""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",0,1,2,0,Stefan_KB,"[[""cut"", ""saw""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",1,0,1,0,0,0
1412,lasha,openai/gpt-oss-20b,4,valid,,Men are sawing logs,Men are cutting wood,"isa_wn(saw, cut); isa_wn(logs, wood)",0.5,1.0,0.5,1.0,0.5,0.0,0.5,lemmas;combined,0.5,1,1,0,0,0,1,0,0,Stefan_KB,"[[""logs"", ""wood""], [""saw"", ""cut""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",1,1,1,1,Stefan_KB,"[[""log"", ""wood""], [""saw"", ""cut""]]","[[""log"", ""wood""], [""saw"", ""cut""]]",2,0,0,0,Stefan_KB,"[[""cut"", ""saw""], [""logs"", ""wood""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",1,1,1,1,Stefan_KB,"[[""cut"", ""saw""], [""log"", ""wood""]]","[[""cut"", ""saw""], [""log"", ""wood""]]",2,0,0,1,0,1
147236031.jpg#1r1e,lasha,google/gemma-3-4b-it,1,valid,,An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.,"isa_wn(woman, person); isa_wn(cuts, trim); isa_wn(vegetables, asparagus)",0.0,0.0,0.0,0.8,0.0,0.0,0.8,combined,0.8,1,0,0,0,0,1,0,0,Stefan_KB,"[[""cuts"", ""trim""], [""vegetables"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""cut"", ""trim""], [""vegetable"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetables""], [""cuts"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetable""], [""cut"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",2,1,0,0,0,0
147236031.jpg#1r1e,lasha,google/gemma-3-4b-it,2,valid,,An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.,"isa_wn(woman, person); isa_wn(cuts, trim); isa_wn(vegetables, asparagus)",0.0,0.0,0.0,0.8,0.0,0.0,0.8,combined,0.8,1,0,0,0,0,1,0,0,Stefan_KB,"[[""cuts"", ""trim""], [""vegetables"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""cut"", ""trim""], [""vegetable"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetables""], [""cuts"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetable""], [""cut"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",2,1,0,0,0,0
147236031.jpg#1r1e,lasha,google/gemma-3-4b-it,3,valid,,An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.,"isa_wn(woman, person); isa_wn(cuts, trim); isa_wn(vegetables, asparagus)",0.0,0.0,0.0,0.8,0.0,0.0,0.8,combined,0.8,1,0,0,0,0,1,0,0,Stefan_KB,"[[""cuts"", ""trim""], [""vegetables"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""cut"", ""trim""], [""vegetable"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetables""], [""cuts"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetable""], [""cut"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",2,1,0,0,0,0
147236031.jpg#1r1e,lasha,google/gemma-3-4b-it,4,valid,,An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.,"isa_wn(woman, person); isa_wn(cuts, trim); isa_wn(vegetables, asparagus)",0.0,0.0,0.0,0.8,0.0,0.0,0.8,combined,0.8,1,0,0,0,0,1,0,0,Stefan_KB,"[[""cuts"", ""trim""], [""vegetables"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""cut"", ""trim""], [""vegetable"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetables""], [""cuts"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetable""], [""cut"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",2,1,0,0,0,0
147236031.jpg#1r1e,lasha,google/gemma-3-4b-it,5,valid,,An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.,"isa_wn(woman, person); isa_wn(cuts, trim); isa_wn(vegetables, asparagus)",0.0,0.0,0.0,0.8,0.0,0.0,0.8,combined,0.8,1,0,0,0,0,1,0,0,Stefan_KB,"[[""cuts"", ""trim""], [""vegetables"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""cut"", ""trim""], [""vegetable"", ""asparagus""], [""woman"", ""person""]]","[[""asparagus"", ""vegetable""], [""trim"", ""cut""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetables""], [""cuts"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",0,3,2,0,Stefan_KB,"[[""asparagus"", ""vegetable""], [""cut"", ""trim""], [""person"", ""woman""]]","[[""asparagus"", ""vegetable""], [""cut"", ""trim""]]",2,1,0,0,0,0
